;missing in:;chi2:;p_value;category;p_adj;type
2044;kdm3a_mut;58.92108459218623;3.222855673188192e-05;agmo_mut;0.00015194394459221253;gene-gene
2910;type_of_breast_surgery;86.04833244052617;3.242788339923961e-05;ctcf_mut;0.0001527805942754465;clinic-gene
2911;type_of_breast_surgery;86.03718938927847;3.253185962234661e-05;asxl1_mut;0.00015316718543216694;clinic-gene
883;ep300_mut;34.5033940748136;3.2921289037382616e-05;prkg1_mut;0.00015489632761225074;gene-gene
6501;braf_mut;62.00885916456216;3.3067592725216646e-05;smarcc2_mut;0.00015547999352024812;gene-gene
3202;sik2_mut;90.18050081165478;3.405028222383464e-05;alk_mut;0.00015999281903021696;gene-gene
3058;stk11_mut;90.14868423593398;3.4355849205344735e-05;apc_mut;0.00016121176521003604;gene-gene
3207;sik2_mut;90.14868423593398;3.4355849205344735e-05;apc_mut;0.00016121176521003604;gene-gene
836;ep300_mut;69.47338902538903;3.57811904613207e-05;cacna2d3_mut;0.00016778736761962934;gene-gene
838;ep300_mut;69.44534375101985;3.609735618292906e-05;aff2_mut;0.00016915642364193518;gene-gene
3636;flt3_mut;99.8044198676805;3.640809066573762e-05;lamb3_mut;0.00017049821010824983;gene-gene
2983;stk11_mut;23.20177878015468;3.6655040526414114e-05;her2_status_measured_by_snp6;0.0001715396973597156;gene-clinic
2265;fam20c_mut;201.29083204275096;3.79574075553384e-05;dnah2_mut;0.0001775156670610103;gene-gene
1089;fanca_mut;142.67829477128794;3.8117517282529624e-05;notch1_mut;0.00017814521287828393;gene-gene
920;myo1a_mut;199.89401652464238;3.9081169340739226e-05;gata3_mut;0.00018252682498913435;gene-gene
1696;gldc_mut;119.99621095561804;3.956132266361194e-05;myh9_mut;0.00018464593283276995;gene-gene
5878;agtr2_mut;85.34951397646867;3.961539129948867e-05;pik3r1_mut;0.0001847748591518874;gene-gene
956;myo1a_mut;99.23492124793955;4.2389567876648026e-05;lamb3_mut;0.0001975823287219078;gene-gene
918;myo1a_mut;313.0902879263072;4.46722171624174e-05;kmt2c_mut;0.00020808318754254025;gene-gene
1996;kdm3a_mut;118.15242165242165;4.472566182646602e-05;nf1_mut;0.0002081933372295257;gene-gene
5764;ctnna1_mut;56.223860955289005;4.678430042845371e-05;palld_mut;0.00021763109660027038;gene-gene
1518;ptprm_mut;229.52231717523628;4.923916570565846e-05;ahnak_mut;0.0002288982373821927;gene-gene
3605;flt3_mut;199.92743935761365;4.941117267544685e-05;dnah2_mut;0.00022954512199690634;gene-gene
3050;stk11_mut;90.23375737526007;4.97992233348018e-05;afdn_mut;0.00023119413517625262;gene-gene
3606;flt3_mut;199.83289434904682;5.0318056768536054e-05;kmt2d_mut;0.0002334477175576105;gene-gene
1099;fanca_mut;122.98920659219031;5.069386727107261e-05;stab2_mut;0.00023503520280224573;gene-gene
634;cellularity;174.62291731014727;5.195719542006474e-05;akap9_mut;0.00024073270848805857;clinic-gene
464;neoplasm_histologic_grade;16.32802716178658;5.3270227030212416e-05;radio_therapy;0.0002465850320536208;clinic-clinic
3643;flt3_mut;99.75637844629497;5.3290882839697634e-05;setd2_mut;0.0002465850320536208;gene-gene
811;ep300_mut;102.4072239429467;5.4763772934796934e-05;shank2_mut;0.00025323261515249913;gene-gene
6346;nt5e_mut;62.01326209501596;5.488653691455816e-05;chd1_mut;0.00025363242951191654;gene-gene
4227;large1_mut;118.60387250686566;5.558443631430877e-05;myh9_mut;0.00025668767781102136;gene-gene
359;primary_tumor_laterality;117.22795341356844;5.6091185511399044e-05;nf1_mut;0.0002588567458177973;clinic-gene
4802;ppp2r2a_mut;146.11782158240246;5.657659440006299e-05;lama2_mut;0.00026092453140147864;gene-gene
1614;ptprm_mut;50.80812754425954;5.6919617841537326e-05;map3k13_mut;0.00026233335742666315;gene-gene
1384;myo3a_mut;145.89791311238673;5.938790561887095e-05;col6a3_mut;0.0002735288705069554;gene-gene
1386;myo3a_mut;145.8533430774788;5.997385670844994e-05;lama2_mut;0.00027604567643079033;gene-gene
3450;tumor_size;285.0492386147767;6.024607401787989e-05;syne1_mut;0.0002769337626072043;clinic-gene
3301;ptpn22_mut;285.04923861477675;6.0246074017883286e-05;syne1_mut;0.0002769337626072043;gene-gene
1994;kdm3a_mut;118.20097360359225;6.128705236360146e-05;myh9_mut;0.0002815336192402915;gene-gene
503;neoplasm_histologic_grade;130.08057421510455;6.188162455921282e-05;ncor1_mut;0.0002840781279863469;clinic-gene
1758;gldc_mut;53.767567610550486;6.262016751648528e-05;brip1_mut;0.00028727978360977194;gene-gene
1423;myo3a_mut;83.6141017776645;6.480304230854702e-05;asxl1_mut;0.00029709898727678347;gene-gene
1424;myo3a_mut;83.59100314011745;6.522571104176224e-05;fancd2_mut;0.0002988406839664215;gene-gene
467;neoplasm_histologic_grade;19.229842745401378;6.672563322145285e-05;death_from_cancer;0.0003055124504051711;clinic-clinic
6421;braf_mut;284.3816393243836;6.708343275666986e-05;syne1_mut;0.0003069495380948607;gene-gene
3181;sik2_mut;119.1176656906692;6.775470552284905e-05;thada_mut;0.0003098181462618759;gene-gene
882;ep300_mut;34.5317948994401;7.20427009866026e-05;akt2_mut;0.00032921017121870005;gene-gene
3197;sik2_mut;90.25514056168443;7.267696439930483e-05;setd1a_mut;0.0003318914707568254;gene-gene
1127;fanca_mut;81.74771613440242;7.33675274279037e-05;taf1_mut;0.0003348262012663378;gene-gene
6724;nr3c1_mut;211.3719831844129;7.384525471699543e-05;cdh1_mut;0.00033678641952196285;gene-gene
5836;agtr2_mut;172.83554351066243;7.466651946715734e-05;herc2_mut;0.00034008798664735587;gene-gene
5687;ctnna1_mut;172.83554351066235;7.466651946715956e-05;herc2_mut;0.00034008798664735587;gene-gene
1469;myo3a_mut;41.636062044950926;7.509185931218596e-05;prkcz_mut;0.00034180248926009337;gene-gene
5838;agtr2_mut;172.77520205813917;7.557936635884443e-05;akap9_mut;0.0003433504764299583;gene-gene
5987;magea8_mut;172.77520205813917;7.557936635884443e-05;akap9_mut;0.0003433504764299583;gene-gene
5540;dtwd2_mut;172.7752020581392;7.55793663588487e-05;akap9_mut;0.0003433504764299583;gene-gene
4224;large1_mut;118.65225014611336;7.574200014321414e-05;thada_mut;0.0003437075042918158;gene-gene
1471;myo3a_mut;41.61258767176677;7.575634129231377e-05;prkce_mut;0.0003437075042918158;gene-gene
793;ep300_mut;139.56166634954516;7.678883414767614e-05;ncor2_mut;0.0003481658560608781;gene-gene
1025;myo1a_mut;39.79991806305977;7.761892212823205e-05;gh1_mut;0.0003517013027950437;gene-gene
3333;ptpn22_mut;117.05708716002795;8.072352754509217e-05;myh9_mut;0.00036553161824858004;gene-gene
2620;nek1_mut;75.6371606839029;8.137855017492727e-05;foxo3_mut;0.00036825902206749796;gene-gene
1842;sbno1_mut;118.29855585028001;8.241123912956495e-05;thada_mut;0.0003726908270538967;gene-gene
2561;nek1_mut;227.7904603404774;8.334018348551956e-05;dnah11_mut;0.00037664803493746773;gene-gene
2138;er_status_measured_by_ihc;126.15582079706026;8.356389592846683e-05;atr_mut;0.0003774149585340645;clinic-gene
5097;ldlrap1_mut;158.31261420457724;8.49318135298421e-05;tbx3_mut;0.00038309785741317485;gene-gene
5246;clrn2_mut;158.31261420457716;8.493181352984225e-05;tbx3_mut;0.00038309785741317485;gene-gene
4800;ppp2r2a_mut;144.25379505019214;8.510408203206954e-05;col6a3_mut;0.0003836272394568192;gene-gene
3393;ptpn22_mut;46.33804528843953;8.630831240388144e-05;gps2_mut;0.00038880475742483533;gene-gene
955;myo1a_mut;99.25855715056852;8.66973965020514e-05;ros1_mut;0.00039030586943288216;gene-gene
2267;fam20c_mut;203.06557862246848;8.777151960158041e-05;ush2a_mut;0.0003948870621096216;gene-gene
2042;kdm3a_mut;58.95406381341383;8.960820452510575e-05;smarcc2_mut;0.00040289094273932686;gene-gene
2712;sik1_mut;196.75990845645612;9.023055572514728e-05;dnah2_mut;0.0004054282269142148;gene-gene
2723;sik1_mut;157.95404192382273;9.150762170735151e-05;tbx3_mut;0.0004109021548002988;gene-gene
2101;er_status_measured_by_ihc;15.270937600219838;9.31385425595095e-05;radio_therapy;0.000417956966514639;clinic-clinic
1675;gldc_mut;171.6717670479468;9.428699003367442e-05;herc2_mut;0.0004228390239828519;gene-gene
3344;ptpn22_mut;94.77237298444943;9.552098825820946e-05;usp9x_mut;0.00042809823281597783;gene-gene
3347;ptpn22_mut;94.75209860918135;9.602791622302279e-05;thsd7a_mut;0.0004300942632373463;gene-gene
1604;ptprm_mut;50.90398642813155;9.636406997625961e-05;dcaf4l2_mut;0.0004313233548520986;gene-gene
1606;ptprm_mut;50.865581785543625;9.76360949007536e-05;cdkn1b_mut;0.0004367371287269944;gene-gene
1064;fanca_mut;448.0331779623133;9.854906586889398e-05;tp53_mut;0.000440538914412004;gene-gene
1610;ptprm_mut;50.8272586382185;9.892173512828572e-05;nrg3_mut;0.0004419220993231025;gene-gene
1819;sbno1_mut;196.22646811358325;9.971529175062583e-05;dnah2_mut;0.000445182583681548;gene-gene
2082;er_status_measured_by_ihc;15.12861450203231;0.00010042946210641688;cancer_type;0.00044808470736751896;clinic-clinic
1749;gldc_mut;53.821800898796745;0.00010477118083448542;casp8_mut;0.00046715777950896595;gene-gene
1124;fanca_mut;81.81873351884958;0.0001069872232611608;ctcf_mut;0.00047673452099855266;gene-gene
1679;gldc_mut;162.18047974255876;0.00010847965043427183;birc6_mut;0.0004830766842474553;gene-gene
6557;ccnd3_mut;409.2097893842864;0.0001126038767856976;nottingham_prognostic_index;0.0005011231128036109;gene-clinic
2596;nek1_mut;75.92075903078847;0.00011354364814596914;erbb2_mut;0.0005049837489470951;gene-gene
5077;ldlrap1_mut;395.3025560226904;0.00011428017809816028;muc16_mut;0.000507936135096594;gene-gene
4044;prkacg_mut;337.18669683309093;0.00011788714806276995;ahnak2_mut;0.000523634776550905;gene-gene
2618;nek1_mut;75.66266602095592;0.00012221054915527367;ctnna3_mut;0.000542493714706415;gene-gene
2103;er_status_measured_by_ihc;23.039887784858756;0.00012432381210027315;tumor_stage;0.0005515241112029261;clinic-clinic
6282;nt5e_mut;190.10181993273278;0.00012474438706349878;dnah5_mut;0.0005530387261501687;gene-gene
1667;gldc_mut;224.0749507559994;0.00012905870964874356;ahnak_mut;0.0005718029196675785;gene-gene
3311;ptpn22_mut;189.80047447197026;0.00013198107206130965;dnah5_mut;0.0005843800700205136;gene-gene
2888;type_of_breast_surgery;113.56131631583283;0.0001353007306640841;nf1_mut;0.0005986993066180846;clinic-gene
2850;type_of_breast_surgery;445.3461717025575;0.00013814789488551528;tp53_mut;0.0006109109756741109;clinic-gene
4943;nf2_mut;158.4146114916187;0.00013975918664910217;pde4dip_mut;0.0006176454377718386;gene-gene
4226;large1_mut;118.6360889992679;0.00014134512021557878;stab2_mut;0.0006242593899786655;gene-gene
2041;kdm3a_mut;58.95406381341383;0.00014547576611377238;map3k10_mut;0.0006420967642684318;gene-gene
1022;myo1a_mut;39.84907523043386;0.00014618270111024082;prkcz_mut;0.0006448096797078615;gene-gene
1024;myo1a_mut;39.824483649082254;0.0001475192655336826;prkce_mut;0.000650294705541855;gene-gene
1368;myo3a_mut;272.2703391497331;0.0001480350903022431;map3k1_mut;0.0006521571096732488;gene-gene
450;neoplasm_histologic_grade;22.655616005804674;0.00014834788338024494;cohort;0.0006531232899670898;clinic-clinic
4079;prkacg_mut;111.62169035520536;0.00015660833635873609;runx1_mut;0.0006890569560066051;gene-gene
3153;sik2_mut;192.54333202825725;0.0001571674368385982;gata3_mut;0.0006910817376911804;gene-gene
3470;tumor_size;141.33536140951298;0.00015920377926395638;lama2_mut;0.0006995954752938762;clinic-gene
1443;myo3a_mut;61.62530292771394;0.00016087451693046196;arid5b_mut;0.0007064929288454669;gene-gene
6309;nt5e_mut;94.05300023179748;0.00016352905566939679;lamb3_mut;0.0007176994421872333;gene-gene
1396;myo3a_mut;125.73476512826787;0.00016619291170463313;ncor1_mut;0.000728932752090566;gene-gene
1096;fanca_mut;123.03614679922327;0.0001702164573521118;atr_mut;0.0007461119118690121;gene-gene
2186;er_status_measured_by_ihc;62.90963113992473;0.00017082617728354134;setdb1_mut;0.0007483150474483407;clinic-gene
976;myo1a_mut;80.05435925082361;0.00017371221687554003;asxl1_mut;0.000760480738915663;gene-gene
353;primary_tumor_laterality;122.93930001020436;0.00017396184777191063;atr_mut;0.0007610967003020286;clinic-gene
1678;gldc_mut;162.30397589605164;0.0001749647151946106;tg_mut;0.000765005297287074;gene-gene
1202;mutation_count;34.07607710133162;0.00017929682971257456;integrative_cluster;0.0007834565035658277;clinic-clinic
2147;er_status_measured_by_ihc;93.64452488722685;0.0001814008250892806;lamb3_mut;0.0007921547280617523;clinic-gene
3485;tumor_size;94.87440598172252;0.0001871321532187908;map2k4_mut;0.0008166723013989328;clinic-gene
153;3-gene_classifier_subtype;26.380208696618418;0.00018910504991747007;pam50_+_claudin-low_subtype;0.0008247671559134602;clinic-clinic
2280;fam20c_mut;135.40192899515694;0.0001900613410455871;notch1_mut;0.0008284208296229053;gene-gene
3492;tumor_size;94.77237298444946;0.00019199369063125407;ptprd_mut;0.0008358005709910113;clinic-gene
3494;tumor_size;94.77237298444943;0.00019199369063125423;setd2_mut;0.0008358005709910113;clinic-gene
368;primary_tumor_laterality;92.01473070442785;0.0001944534549840372;usp9x_mut;0.0008459815006061445;clinic-gene
1366;myo3a_mut;277.2631164851996;0.00020449815212284574;syne1_mut;0.000889127933343076;gene-gene
633;cellularity;156.50599257712358;0.00020505121084013914;pde4dip_mut;0.0008909781157587389;clinic-gene
557;neoplasm_histologic_grade;51.770964311891575;0.00020579770304789748;smad4_mut;0.0008936659733969297;clinic-gene
1584;ptprm_mut;66.5988699083988;0.00020989762374537034;lifr_mut;0.0009109035385769581;gene-gene
688;cellularity;69.47338902538901;0.000210095153287127;arid2_mut;0.0009111948082043181;clinic-gene
6456;braf_mut;94.07583490197881;0.00022857472792798901;map2k4_mut;0.0009907268139161657;gene-gene
933;myo1a_mut;160.8592486139454;0.0002323750909585786;tg_mut;0.0010065745570536817;gene-gene
5095;ldlrap1_mut;158.34839288564493;0.0002333670822525762;birc6_mut;0.0010102452315357805;gene-gene
717;cellularity;41.83949798073936;0.00023789409937198972;fbxw7_mut;0.0010292049983356608;clinic-gene
2764;sik1_mut;78.85404080203135;0.00024043220837205312;fancd2_mut;0.0010395419801333757;gene-gene
1462;myo3a_mut;41.75380750832292;0.00024521360881749244;fbxw7_mut;0.0010591433924992716;gene-gene
2324;fam20c_mut;67.50176390773409;0.00024526892930640064;brca2_mut;0.0010591433924992716;gene-gene
6019;magea8_mut;85.38998971366622;0.0002633195541251864;setd1a_mut;0.0011363889590319193;gene-gene
1603;ptprm_mut;50.90398642813155;0.00027270790241421124;palld_mut;0.0011761790828198112;gene-gene
725;cellularity;34.64569873577281;0.0002834347695357963;lipi_mut;0.0012216895340818068;clinic-gene
4078;prkacg_mut;111.6388925750628;0.0002865202268421302;myh9_mut;0.0012342273889925793;gene-gene
6278;nt5e_mut;190.1916078981938;0.00029971605826830815;dnah2_mut;0.0012894803566014367;gene-gene
6427;braf_mut;190.1916078981936;0.0002997160582683173;dnah2_mut;0.0012894803566014367;gene-gene
6130;foxo1_mut;190.1414994720169;0.00030239561801780523;kmt2d_mut;0.0012992925295718819;gene-gene
6428;braf_mut;190.14149947201682;0.00030239561801780556;kmt2d_mut;0.0012992925295718819;gene-gene
1098;fanca_mut;123.01266385648168;0.000302554593618642;ncor1_mut;0.0012992925295718819;gene-gene
3598;flt3_mut;299.9867578984152;0.0003185354724602342;kmt2c_mut;0.0013670806794101082;gene-gene
1118;fanca_mut;81.88998023823041;0.0003214147191598297;alk_mut;0.0013785909409267834;gene-gene
4945;nf2_mut;158.3904378329219;0.00037415683031570253;tg_mut;0.0016038244008685972;gene-gene
3594;flt3_mut;226.07833170048093;0.0003758606234749938;pik3ca_mut;0.001610139899582944;gene-gene
2181;er_status_measured_by_ihc;62.95593206689531;0.0003980491994073863;bap1_mut;0.0017041481349628726;clinic-gene
0;tumor_stage;12.485375664601898;0.00041015022545565563;type_of_breast_surgery;0.001754880358394774;clinic-clinic
3040;stk11_mut;90.31956827622804;0.0004154736588102945;lamb3_mut;0.0017754828465489586;gene-gene
3190;sik2_mut;90.31956827622805;0.0004154736588102973;arid1b_mut;0.0017754828465489586;gene-gene
1728;gldc_mut;54.05882475599291;0.0004186112116917937;usp28_mut;0.001787797393698388;gene-gene
1466;myo3a_mut;41.70663444509597;0.0004363503809865992;rpgr_mut;0.0018624191276440858;gene-gene
1597;ptprm_mut;50.94247282621194;0.00043672572510403503;agmo_mut;0.001862883175397981;gene-gene
4265;large1_mut;58.285038504348144;0.00044062548657230663;ncoa3_mut;0.0018783711254915841;gene-gene
4223;large1_mut;118.65225014611336;0.00044684128570473777;atr_mut;0.001903707355621343;gene-gene
2544;nek1_mut;398.3168014983294;0.0004474550656148251;nottingham_prognostic_index;0.0019051605992996849;gene-clinic
1120;fanca_mut;81.8899802382304;0.00045604730250300014;ubr5_mut;0.001940561816436335;gene-gene
833;ep300_mut;69.52956965530842;0.00045676847310362835;foxo3_mut;0.0019424475481284549;gene-gene
3911;hdac9_mut;157.2815672737733;0.0004617500815429884;tg_mut;0.0019624378465577007;gene-gene
1839;sbno1_mut;118.33122585177378;0.0004787733717921406;pten_mut;0.0020335498776362835;gene-gene
494;neoplasm_histologic_grade;130.78944058080404;0.0004987876226559622;notch1_mut;0.0021172716400347557;clinic-gene
969;myo1a_mut;80.15160794063893;0.000503088930927405;alk_mut;0.0021342333699998655;gene-gene
974;myo1a_mut;80.07863223116709;0.0005125460563948951;apc_mut;0.002173033553416949;gene-gene
730;cellularity;34.58868661473312;0.0005443827602946087;chek2_mut;0.002305213543138443;clinic-gene
727;cellularity;34.58868661473312;0.0005443827602946087;gh1_mut;0.002305213543138443;clinic-gene
2613;nek1_mut;75.72666920421102;0.0005503713749150735;ctcf_mut;0.0023291609912365952;gene-gene
2614;nek1_mut;75.7138410688776;0.0005522123757706175;asxl1_mut;0.002335537451276819;gene-gene
4170;large1_mut;23.838273086170272;0.0005592629476991501;pam50_+_claudin-low_subtype;0.002363926325211108;gene-clinic
3038;stk11_mut;90.37357900975165;0.0005657980586116937;map2k4_mut;0.002390103407206713;gene-gene
6281;nt5e_mut;190.11665770279296;0.0005701783201387149;ryr2_mut;0.0024042461815385837;gene-gene
6430;braf_mut;190.1166577027929;0.0005701783201387312;ryr2_mut;0.0024042461815385837;gene-gene
6132;foxo1_mut;190.11665770279285;0.0005701783201387482;ryr2_mut;0.0024042461815385837;gene-gene
3196;sik2_mut;90.26584949261532;0.0005806086253326196;setd2_mut;0.0024467505821465702;gene-gene
1168;fanca_mut;40.79523488481227;0.0005952507306362155;rpgr_mut;0.0025069420463865203;gene-gene
3310;ptpn22_mut;189.83030752557318;0.0005986170229932848;ryr2_mut;0.0025196006865386028;gene-gene
1169;fanca_mut;40.77112575784137;0.0006001364061007339;foxp1_mut;0.0025244750568487826;gene-gene
169;3-gene_classifier_subtype;11.73808641954074;0.0006123395105132526;radio_therapy;0.0025742576173021035;clinic-clinic
1113;fanca_mut;82.0571207052525;0.0006137761548983188;setd1a_mut;0.002578745636966057;gene-gene
2119;er_status_measured_by_ihc;189.54090131657932;0.0006287160311685221;ryr2_mut;0.002639927229431769;clinic-gene
3930;hdac9_mut;105.43380538082125;0.0006461810804353843;runx1_mut;0.0027116319573585765;gene-gene
831;ep300_mut;69.58587071530265;0.0006545710697020602;ctnna3_mut;0.002745190914770885;gene-gene
4762;ppp2r2a_mut;17.14497944393486;0.0006598389729357365;her2_status_measured_by_snp6;0.0027656238175776788;gene-clinic
441;primary_tumor_laterality;17.08711564323315;0.0006781760280108032;ndfip1_mut;0.0028407769230884184;clinic-gene
1743;gldc_mut;53.894381623396946;0.0006857411569297845;map3k10_mut;0.0028707450350319978;gene-gene
23;tumor_stage;14.510937941249052;0.000706301067167043;death_from_cancer;0.0029550452432910955;clinic-clinic
971;myo1a_mut;80.15160794063893;0.0007067816248625387;ubr5_mut;0.00295528618367119;gene-gene
1463;myo3a_mut;41.75380750832291;0.000727802690686357;ttyh1_mut;0.0030413620812353927;gene-gene
1662;gldc_mut;323.8480035548784;0.0007314722505337779;ahnak2_mut;0.003054869464721761;gene-gene
6120;foxo1_mut;380.52071313185644;0.0007450006417226521;muc16_mut;0.0031095098469033273;gene-gene
1673;gldc_mut;188.416045799167;0.0007598062402991479;ryr2_mut;0.00316941265729561;gene-gene
337;primary_tumor_laterality;149.63872004669656;0.0007707042650085646;pde4dip_mut;0.003212953878051814;clinic-gene
184;3-gene_classifier_subtype;184.71703703703707;0.0007738428399293155;kmt2d_mut;0.0032241144439988834;clinic-gene
2611;nek1_mut;75.7523668782194;0.0007751498558327139;asxl2_mut;0.0032276353055442028;gene-gene
2897;type_of_breast_surgery;86.17170107601565;0.0008225975335849374;usp9x_mut;0.0034231619816307074;clinic-gene
1843;sbno1_mut;118.28224765752118;0.0008248881488272193;ncor1_mut;0.0034306508903903456;gene-gene
5279;clrn2_mut;78.15890600500211;0.0008319907782880218;alk_mut;0.0034581318071971495;gene-gene
6131;foxo1_mut;190.13651985844655;0.0008490736428611041;ush2a_mut;0.003524942093090133;gene-gene
6429;braf_mut;190.13651985844663;0.000849073642861127;ush2a_mut;0.003524942093090133;gene-gene
3931;hdac9_mut;105.42464509991316;0.0008578520861006424;nf1_mut;0.0035592710959532;gene-gene
1760;gldc_mut;37.92505627912059;0.0009255865865574651;fbxw7_mut;0.0038380258043186994;gene-gene
4799;ppp2r2a_mut;146.15688573932326;0.0009341279105900652;tbx3_mut;0.0038711457362353412;gene-gene
428;primary_tumor_laterality;34.64697493682319;0.0009590381443627973;prkcz_mut;0.0039714531380470736;clinic-gene
873;ep300_mut;34.64569873577281;0.0009594694285134479;prkcz_mut;0.0039714531380470736;gene-gene
875;ep300_mut;34.61717760065724;0.0009691571283806713;prkce_mut;0.004009177534633363;gene-gene
430;primary_tumor_laterality;34.589410841853805;0.000978679571795254;prkce_mut;0.0040461740639842845;clinic-gene
5570;dtwd2_mut;85.39507379443994;0.0009895186508421536;usp9x_mut;0.004088567009718585;gene-gene
850;ep300_mut;51.13347542534543;0.0010135005816030716;smarcc2_mut;0.004185182366229705;gene-gene
4495;oncotree_code;189.0432680230608;0.0010163346669565065;ush2a_mut;0.004189457414764078;clinic-gene
4641;cancer_type_detailed;189.0432680230608;0.0010163346669565065;ush2a_mut;0.004189457414764078;clinic-gene
4349;tumor_other_histologic_subtype;189.0432680230608;0.0010163346669565065;ush2a_mut;0.004189457414764078;clinic-gene
4188;large1_mut;18.42154674170492;0.0010206353074517702;tumor_stage;0.004204704536064575;gene-clinic
1737;gldc_mut;53.949020501321044;0.0010303105659303046;pbrm1_mut;0.004242062418476746;gene-gene
6268;nt5e_mut;428.1423011581701;0.0010460339960115025;tp53_mut;0.004304263563093267;gene-gene
1957;kdm3a_mut;219.5387708714922;0.0010479092097073937;pik3ca_mut;0.004309441817672489;gene-gene
268;3-gene_classifier_subtype;43.62864931846345;0.0010627267251410702;cdkn1b_mut;0.004367806840329798;clinic-gene
399;primary_tumor_laterality;52.38171139809588;0.0010722722839824881;chd1_mut;0.004404448235264929;clinic-gene
1598;ptprm_mut;50.92321939142757;0.00107874687260752;zfp36l1_mut;0.004428439717337687;gene-gene
2608;nek1_mut;75.76523646146204;0.0010824765031049923;adgra2_mut;0.004441141119902866;gene-gene
2855;type_of_breast_surgery;181.46748436913333;0.0010913279552510749;gata3_mut;0.004474828886936185;clinic-gene
514;neoplasm_histologic_grade;90.16950156133964;0.001097266222822218;shank2_mut;0.004496539060914274;clinic-gene
1823;sbno1_mut;177.72598686114483;0.0011212298577878894;dnah5_mut;0.004592047489076192;gene-gene
4942;nf2_mut;158.47552203366152;0.0011292127808345796;herc2_mut;0.004622032630164738;gene-gene
5242;clrn2_mut;158.40855793131266;0.0011426151257144354;akap9_mut;0.004671417134796367;gene-gene
4944;nf2_mut;158.40855793131263;0.0011426151257144686;akap9_mut;0.004671417134796367;gene-gene
586;neoplasm_histologic_grade;25.76516612705619;0.001152000349793211;prkg1_mut;0.0047070330081901545;clinic-gene
2464;npnt_mut;72.81903764046552;0.0011585328048732953;ctcf_mut;0.0047309577484802535;gene-gene
2465;npnt_mut;72.80564645824438;0.0011624413973091773;asxl1_mut;0.004744146053153751;gene-gene
895;myo1a_mut;18.090236769411696;0.0011849773706535517;cohort;0.00483329649080932;gene-clinic
993;myo1a_mut;52.026622692629964;0.0011894987449895889;chd1_mut;0.004848907661168178;gene-gene
1465;myo3a_mut;41.730208470595116;0.0012059580848389937;map3k13_mut;0.004913136524064168;gene-gene
2034;kdm3a_mut;59.00366463253336;0.0012134345381117902;l1cam_mut;0.0049407151036055235;gene-gene
1206;mutation_count;10.431637006996368;0.001238748985588783;overall_survival;0.005040849832445443;clinic-clinic
6723;nr3c1_mut;211.38561144760283;0.001242459334075636;dnah11_mut;0.00505300545237862;gene-gene
3901;hdac9_mut;211.21404539164206;0.0012754243329145024;dnah11_mut;0.005184054574795595;gene-gene
2592;nek1_mut;86.89022387794927;0.0012839767811527252;map2k4_mut;0.005215782424368658;gene-gene
2751;sik1_mut;79.00194566096148;0.0012970673784649144;setd1a_mut;0.005265897602169877;gene-gene
6592;ccnd3_mut;104.74505712268385;0.0013028677194202698;cbfb_mut;0.005286374422525798;gene-gene
2208;er_status_measured_by_ihc;30.515020939175102;0.0013146435504806156;or6a2_mut;0.005331058901455636;clinic-gene
2275;fam20c_mut;135.50211208110397;0.0013793310788348904;utrn_mut;0.0055901312342339785;gene-gene
1695;gldc_mut;108.17873830483899;0.0014006965091118077;stab2_mut;0.005673429860385043;gene-gene
5;tumor_stage;21.58910728943092;0.0014369071009002244;pam50_+_claudin-low_subtype;0.0058167264855097725;clinic-clinic
3926;hdac9_mut;105.50744862437797;0.0014468784229008814;thada_mut;0.005850312234264155;gene-gene
3777;taf4b_mut;105.50744862437796;0.0014468784229008816;thada_mut;0.005850312234264155;gene-gene
6779;nr3c1_mut;69.10889879540608;0.0015017425991554012;kdm6a_mut;0.006068638253498432;gene-gene
2612;nek1_mut;75.72666920421102;0.0015130563726849305;apc_mut;0.006107683219272882;gene-gene
2896;type_of_breast_surgery;86.1717010760157;0.001514027098294065;ptprd_mut;0.006107683219272882;clinic-gene
2898;type_of_breast_surgery;86.1717010760157;0.001514027098294065;setd2_mut;0.006107683219272882;clinic-gene
814;ep300_mut;86.16450188566944;0.001516517898040537;setd2_mut;0.006114201127299037;gene-gene
1920;sbno1_mut;28.44987215626751;0.0015287175038613836;gpr32_mut;0.006159832294970869;gene-gene
1814;sbno1_mut;179.4074252774969;0.0015302178861100536;gata3_mut;0.006162324132709477;gene-gene
925;myo1a_mut;180.49496761215426;0.0015546258033250194;dnah2_mut;0.0062570106496727595;gene-gene
1741;gldc_mut;53.912575165904;0.001559335149565837;arid5b_mut;0.006272351577441855;gene-gene
1589;ptprm_mut;51.000356286864296;0.001601232444505633;chd1_mut;0.006437175540713957;gene-gene
746;ep300_mut;17.36217967538341;0.0016435194076436703;cohort;0.006603375561360739;gene-clinic
1516;ptprm_mut;178.9357072006923;0.0016516584777415762;gata3_mut;0.006632263094241605;gene-gene
427;primary_tumor_laterality;34.64697493682319;0.0016574775310934397;clk3_mut;0.006650867005830475;clinic-gene
723;cellularity;34.645698735772804;0.001658195266087976;clk3_mut;0.006650867005830475;clinic-gene
406;primary_tumor_laterality;52.26715631662233;0.0016690665030424758;erbb4_mut;0.0066906297514387715;clinic-gene
4929;nf2_mut;317.29332390165376;0.0016749390954703671;ahnak2_mut;0.006710320791313908;gene-gene
